inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
EmergencyAccessService,service-backend-src-modules-auth-services-emergency-access-service-ts,auth,backend,unknown,unknown,name,0.92
NestJS service module for auth: EmergencyAccessService.,service-backend-src-modules-auth-services-emergency-access-service-ts,auth,backend,unknown,unknown,description,0.72
backend|service|auth|EmergencyAccessService,service-backend-src-modules-auth-services-emergency-access-service-ts,auth,backend,unknown,unknown,tags,0.78
AutomationAuditService,service-backend-src-modules-automation-audit-automation-audit-service-ts,automation-audit,backend,unknown,unknown,name,0.92
NestJS service module for automation-audit: AutomationAuditService.,service-backend-src-modules-automation-audit-automation-audit-service-ts,automation-audit,backend,unknown,unknown,description,0.72
backend|service|automation-audit|AutomationAuditService,service-backend-src-modules-automation-audit-automation-audit-service-ts,automation-audit,backend,unknown,unknown,tags,0.78
CacheService,service-backend-src-modules-cache-cache-service-ts,cache,backend,unknown,unknown,name,0.92
NestJS service module for cache: CacheService.,service-backend-src-modules-cache-cache-service-ts,cache,backend,unknown,unknown,description,0.72
backend|service|cache|CacheService,service-backend-src-modules-cache-cache-service-ts,cache,backend,unknown,unknown,tags,0.78
CalculatorRecommenderService,service-backend-src-modules-chat-calculator-recommender-service-ts,chat,backend,unknown,unknown,name,0.92
NestJS service module for chat: CalculatorRecommenderService.,service-backend-src-modules-chat-calculator-recommender-service-ts,chat,backend,unknown,unknown,description,0.72
backend|service|chat|CalculatorRecommenderService,service-backend-src-modules-chat-calculator-recommender-service-ts,chat,backend,unknown,unknown,tags,0.78
ChatService,service-backend-src-modules-chat-chat-service-ts,chat,backend,unknown,unknown,name,0.92
NestJS service module for chat: ChatService.,service-backend-src-modules-chat-chat-service-ts,chat,backend,unknown,unknown,description,0.72
backend|service|chat|ChatService,service-backend-src-modules-chat-chat-service-ts,chat,backend,unknown,unknown,tags,0.78
ClinicalAlertsService,service-backend-src-modules-clinical-alerts-clinical-alerts-service-ts,clinical-alerts,backend,unknown,unknown,name,0.92
NestJS service module for clinical-alerts: ClinicalAlertsService.,service-backend-src-modules-clinical-alerts-clinical-alerts-service-ts,clinical-alerts,backend,unknown,unknown,description,0.72
backend|service|clinical-alerts|ClinicalAlertsService,service-backend-src-modules-clinical-alerts-clinical-alerts-service-ts,clinical-alerts,backend,unknown,unknown,tags,0.78
DrugService,service-backend-src-modules-clinical-drug-service-ts,clinical,backend,unknown,unknown,name,0.92
NestJS service module for clinical: DrugService.,service-backend-src-modules-clinical-drug-service-ts,clinical,backend,unknown,unknown,description,0.72
backend|service|clinical|DrugService,service-backend-src-modules-clinical-drug-service-ts,clinical,backend,unknown,unknown,tags,0.78
ClinicalIntelligenceService,service-backend-src-modules-clinical-intelligence-clinical-intelligence-service-ts,clinical-intelligence,backend,unknown,unknown,name,0.92
NestJS service module for clinical-intelligence: ClinicalIntelligenceService.,service-backend-src-modules-clinical-intelligence-clinical-intelligence-service-ts,clinical-intelligence,backend,unknown,unknown,description,0.72
backend|service|clinical-intelligence|ClinicalIntelligenceService,service-backend-src-modules-clinical-intelligence-clinical-intelligence-service-ts,clinical-intelligence,backend,unknown,unknown,tags,0.78
TimelineService,service-backend-src-modules-clinical-intelligence-timeline-service-ts,clinical-intelligence,backend,unknown,unknown,name,0.92
NestJS service module for clinical-intelligence: TimelineService.,service-backend-src-modules-clinical-intelligence-timeline-service-ts,clinical-intelligence,backend,unknown,unknown,description,0.72
backend|service|clinical-intelligence|TimelineService,service-backend-src-modules-clinical-intelligence-timeline-service-ts,clinical-intelligence,backend,unknown,unknown,tags,0.78
ProtocolService,service-backend-src-modules-clinical-protocol-service-ts,clinical,backend,unknown,unknown,name,0.92
NestJS service module for clinical: ProtocolService.,service-backend-src-modules-clinical-protocol-service-ts,clinical,backend,unknown,unknown,description,0.72
backend|service|clinical|ProtocolService,service-backend-src-modules-clinical-protocol-service-ts,clinical,backend,unknown,unknown,tags,0.78
ComplianceService,service-backend-src-modules-compliance-compliance-service-ts,compliance,backend,unknown,unknown,name,0.92
NestJS service module for compliance: ComplianceService.,service-backend-src-modules-compliance-compliance-service-ts,compliance,backend,unknown,unknown,description,0.72
backend|service|compliance|ComplianceService,service-backend-src-modules-compliance-compliance-service-ts,compliance,backend,unknown,unknown,tags,0.78
CacheService,service-backend-src-modules-cost-optimizer-cache-service-ts,cost-optimizer,backend,unknown,unknown,name,0.92
NestJS service module for cost-optimizer: CacheService.,service-backend-src-modules-cost-optimizer-cache-service-ts,cost-optimizer,backend,unknown,unknown,description,0.72
backend|service|cost-optimizer|CacheService,service-backend-src-modules-cost-optimizer-cache-service-ts,cost-optimizer,backend,unknown,unknown,tags,0.78
ComplexityScorerService,service-backend-src-modules-cost-optimizer-complexity-scorer-service-ts,cost-optimizer,backend,unknown,unknown,name,0.92
NestJS service module for cost-optimizer: ComplexityScorerService.,service-backend-src-modules-cost-optimizer-complexity-scorer-service-ts,cost-optimizer,backend,unknown,unknown,description,0.72
backend|service|cost-optimizer|ComplexityScorerService,service-backend-src-modules-cost-optimizer-complexity-scorer-service-ts,cost-optimizer,backend,unknown,unknown,tags,0.78
CostPredictionService,service-backend-src-modules-cost-optimizer-cost-prediction-service-ts,cost-optimizer,backend,unknown,unknown,name,0.92
NestJS service module for cost-optimizer: CostPredictionService.,service-backend-src-modules-cost-optimizer-cost-prediction-service-ts,cost-optimizer,backend,unknown,unknown,description,0.72
backend|service|cost-optimizer|CostPredictionService,service-backend-src-modules-cost-optimizer-cost-prediction-service-ts,cost-optimizer,backend,unknown,unknown,tags,0.78
RoutingOptimizerService,service-backend-src-modules-cost-optimizer-routing-optimizer-service-ts,cost-optimizer,backend,unknown,unknown,name,0.92
NestJS service module for cost-optimizer: RoutingOptimizerService.,service-backend-src-modules-cost-optimizer-routing-optimizer-service-ts,cost-optimizer,backend,unknown,unknown,description,0.72
backend|service|cost-optimizer|RoutingOptimizerService,service-backend-src-modules-cost-optimizer-routing-optimizer-service-ts,cost-optimizer,backend,unknown,unknown,tags,0.78
EmailService,service-backend-src-modules-email-email-service-ts,email,backend,unknown,unknown,name,0.92
NestJS service module for email: EmailService.,service-backend-src-modules-email-email-service-ts,email,backend,unknown,unknown,description,0.72
backend|service|email|EmailService,service-backend-src-modules-email-email-service-ts,email,backend,unknown,unknown,tags,0.78
AdministrativeAutomationQueueService,service-backend-src-modules-emergency-os-administrative-automation-queue-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: AdministrativeAutomationQueueService.,service-backend-src-modules-emergency-os-administrative-automation-queue-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|AdministrativeAutomationQueueService,service-backend-src-modules-emergency-os-administrative-automation-queue-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
ClinicalDecisionSupportService,service-backend-src-modules-emergency-os-clinical-decision-support-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: ClinicalDecisionSupportService.,service-backend-src-modules-emergency-os-clinical-decision-support-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|ClinicalDecisionSupportService,service-backend-src-modules-emergency-os-clinical-decision-support-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
EmergencyOperatingSurfacesService,service-backend-src-modules-emergency-os-emergency-os-operating-surfaces-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: EmergencyOperatingSurfacesService.,service-backend-src-modules-emergency-os-emergency-os-operating-surfaces-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|EmergencyOperatingSurfacesService,service-backend-src-modules-emergency-os-emergency-os-operating-surfaces-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
OperationalIntelligenceService,service-backend-src-modules-emergency-os-emergency-os-operational-intelligence-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: OperationalIntelligenceService.,service-backend-src-modules-emergency-os-emergency-os-operational-intelligence-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|OperationalIntelligenceService,service-backend-src-modules-emergency-os-emergency-os-operational-intelligence-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
PatientOrchestrationService,service-backend-src-modules-emergency-os-emergency-os-orchestration-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: PatientOrchestrationService.,service-backend-src-modules-emergency-os-emergency-os-orchestration-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|PatientOrchestrationService,service-backend-src-modules-emergency-os-emergency-os-orchestration-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
PatientFlowService,service-backend-src-modules-emergency-os-emergency-os-patient-flow-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: PatientFlowService.,service-backend-src-modules-emergency-os-emergency-os-patient-flow-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|PatientFlowService,service-backend-src-modules-emergency-os-emergency-os-patient-flow-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
EmergencyOsUpgradeHarnessService,service-backend-src-modules-emergency-os-emergency-os-upgrade-harness-service-ts,emergency-os,backend,unknown,unknown,name,0.92
NestJS service module for emergency-os: EmergencyOsUpgradeHarnessService.,service-backend-src-modules-emergency-os-emergency-os-upgrade-harness-service-ts,emergency-os,backend,unknown,unknown,description,0.72
backend|service|emergency-os|EmergencyOsUpgradeHarnessService,service-backend-src-modules-emergency-os-emergency-os-upgrade-harness-service-ts,emergency-os,backend,unknown,unknown,tags,0.78
WorkflowOrchestrationService,service-backend-src-modules-emergency-os-emergency-os-workflow-orchestration-service-ts,emergency-os,backend,unknown,unknown,name,0.92
